Date_time,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Day sin,Day cos,Year sin,Year cos
2004-05-20 20:00:00,4.5,1379.0,20.6,1312.0,267.0,683.0,1870.0,1382.0,24.1,29.9,0.8879,-0.8660254037895643,0.4999999999911221,0.6616992732394774,-0.7497693457286363
2004-05-20 21:00:00,2.9,1251.0,13.4,1097.0,181.0,771.0,1680.0,1280.0,22.2,34.4,0.9072,-0.7071067811872386,0.7071067811858565,0.6611616818477659,-0.750243447459712
2004-05-20 22:00:00,2.6,1269.0,12.8,1077.0,163.0,773.0,1706.0,1250.0,20.7,38.0,0.9149,-0.5000000000054171,0.8660254037813111,0.6606237507664394,-0.7507171637329743
2004-05-20 23:00:00,2.1,1242.0,12.3,1060.0,141.0,745.0,1693.0,1359.0,20.2,42.8,0.9983,-0.25881904511366083,0.9659258262860834,0.6600854802718534,-0.7511904943050575
2004-05-21 00:00:00,1.2,1045.0,6.8,850.0,78.0,889.0,1506.0,1102.0,20.5,42.0,1.0004,-2.2589436839742066e-12,1.0,0.6595468706405587,-0.7516634389327753
2004-05-21 01:00:00,0.6,937.0,3.8,698.0,42.0,1039.0,1382.0,768.0,20.1,42.0,0.9763,0.25881904509524073,0.965925826291019,0.6590079221492806,-0.7521359973731397
2004-05-21 02:00:00,0.3,875.0,2.5,622.0,35.0,1167.0,1331.0,656.0,20.0,41.5,0.9571,0.5000000000015045,0.8660254037835701,0.6584686350749185,-0.7526081693833611
2004-05-21 03:00:00,0.3,889.0,2.7,633.0,0.0,1123.0,1344.0,683.0,16.3,51.6,0.9461,0.7071067811840439,0.7071067811890511,0.6579290096945454,-0.7530799547208482
2004-05-21 04:00:00,0.0,888.0,2.8,640.0,33.0,1089.0,1330.0,670.0,16.5,50.2,0.932,0.8660254037800295,0.500000000007637,0.6573890462853873,-0.7535513531432274
2004-05-21 05:00:00,0.3,881.0,2.6,624.0,38.0,1135.0,1319.0,656.0,16.4,50.2,0.931,0.9659258262891862,0.25881904510208076,0.6568487451249075,-0.7540223644082675
2004-05-21 06:00:00,0.7,998.0,7.0,856.0,65.0,894.0,1488.0,926.0,14.9,54.7,0.9203,1.0,4.822287835568725e-12,0.656308106490679,-0.7544929882739928
2004-05-21 07:00:00,4.2,1517.0,26.2,1460.0,296.0,551.0,2205.0,1677.0,16.4,51.3,0.9474,0.9659258262916824,-0.25881904509276477,0.6557671306604697,-0.7549632244986073
2004-05-21 08:00:00,4.8,1522.0,28.2,1509.0,303.0,543.0,2275.0,1828.0,18.2,46.2,0.9575,0.8660254037848516,-0.49999999999928463,0.65522581791222,-0.7554330728405146
2004-05-21 09:00:00,3.4,1417.0,20.2,1303.0,244.0,635.0,1964.0,1752.0,20.7,40.0,0.9639,0.7071067811908637,-0.7071067811822314,0.6546841685240443,-0.7559025330583174
2004-05-21 10:00:00,2.8,1329.0,17.1,1214.0,216.0,700.0,1845.0,1581.0,26.5,27.0,0.9217,0.500000000009857,-0.8660254037787477,0.6541421827742295,-0.756371604910818
2004-05-21 11:00:00,1.8,1203.0,11.2,1023.0,137.0,825.0,1622.0,1132.0,28.5,23.8,0.915,0.2588190451045567,-0.9659258262885227,0.6535998609412139,-0.7568402881570364
2004-05-21 12:00:00,1.9,1234.0,11.6,1037.0,120.0,788.0,1658.0,1037.0,29.7,23.7,0.9714,7.385631987163244e-12,-1.0,0.6530572033036729,-0.757308582556137
2004-05-21 13:00:00,2.0,1286.0,13.2,1090.0,100.0,750.0,1719.0,1023.0,31.7,21.7,0.9966,-0.25881904510434484,-0.9659258262885795,0.65251421014039,-0.7577764878675394
2004-05-21 14:00:00,1.9,1298.0,12.7,1075.0,103.0,749.0,1690.0,1022.0,31.7,21.5,0.9902,-0.4999999999970646,-0.8660254037861334,0.6519708817303426,-0.7582440038508447
2004-05-21 15:00:00,2.0,1308.0,13.0,1084.0,123.0,757.0,1724.0,989.0,32.8,19.5,0.9515,-0.7071067811804188,-0.7071067811926762,0.6514272183526802,-0.7587111302658539
2004-05-21 16:00:00,2.3,1276.0,13.5,1099.0,136.0,783.0,1680.0,925.0,32.5,18.6,0.8948,-0.866025403784742,-0.49999999999947453,0.6508832202867247,-0.7591778668725682
2004-05-21 17:00:00,2.7,1234.0,10.2,985.0,158.0,815.0,1572.0,795.0,30.2,22.6,0.9524,-0.9659258262878593,-0.25881904510703274,0.6503388878119698,-0.7596442134311893
2004-05-21 18:00:00,3.6,1419.0,20.1,1300.0,216.0,670.0,1923.0,1263.0,27.6,25.7,0.9382,-1.0,-9.948976138757763e-12,0.6497942212080592,-0.7601101697021373
2004-05-21 19:00:00,3.8,1325.0,19.1,1273.0,211.0,716.0,1815.0,1184.0,25.9,24.9,0.8195,-0.965925826289243,0.2588190451018688,0.6492492207548732,-0.7605757354459777
2004-05-21 20:00:00,3.5,1346.0,17.5,1224.0,202.0,715.0,1794.0,1272.0,23.9,29.4,0.8589,-0.866025403787415,0.4999999999948448,0.6487038867323992,-0.7610409104235321
2004-05-21 21:00:00,2.5,1241.0,13.8,1110.0,147.0,772.0,1698.0,1177.0,22.3,32.1,0.8515,-0.7071067811944888,0.7071067811786063,0.6481582194208169,-0.7615056943958043
2004-05-21 22:00:00,2.5,1274.0,13.3,1094.0,160.0,771.0,1682.0,1231.0,20.5,35.9,0.8565,-0.5000000000016944,0.8660254037834604,0.6476122191004778,-0.761970087123999
2004-05-21 23:00:00,3.0,1321.0,14.8,1144.0,162.0,732.0,1745.0,1243.0,19.8,37.2,0.8509,-0.2588190451095087,0.9659258262871959,0.6470658860519042,-0.762434088369522
2004-05-22 00:00:00,3.7,1424.0,18.0,1240.0,194.0,662.0,1841.0,1427.0,19.1,41.9,0.9158,2.03959493801457e-12,1.0,0.6465192205557895,-0.7628976978939801
2004-05-22 01:00:00,3.3,1357.0,16.0,1178.0,167.0,674.0,1782.0,1454.0,17.8,46.1,0.9344,0.25881904509939285,0.9659258262899064,0.6459722228929761,-0.7633609154591996
2004-05-22 02:00:00,1.5,1123.0,9.7,966.0,91.0,770.0,1594.0,1183.0,17.6,47.6,0.9465,0.49999999999262484,0.8660254037886967,0.6454248933445421,-0.7638237408271534
2004-05-22 03:00:00,0.7,1003.0,6.2,820.0,0.0,902.0,1455.0,908.0,17.9,46.3,0.9394,0.7071067811870835,0.7071067811860116,0.6448772321916713,-0.764286173760071
2004-05-22 04:00:00,0.0,951.0,4.0,713.0,42.0,994.0,1385.0,821.0,16.9,49.8,0.9544,0.8660254037821786,0.5000000000039144,0.6443292397157391,-0.7647482140203647
2004-05-22 05:00:00,0.5,941.0,3.6,687.0,50.0,1024.0,1374.0,777.0,15.8,53.8,0.9615,0.9659258262865325,0.2588190451119847,0.6437809161982917,-0.7652098613706492
2004-05-22 06:00:00,0.5,986.0,4.6,745.0,61.0,959.0,1426.0,888.0,16.5,53.5,0.9928,1.0,5.237492135799486e-13,0.6432322619210449,-0.7656711155737405
2004-05-22 07:00:00,1.2,1153.0,9.2,947.0,107.0,795.0,1643.0,1076.0,17.2,52.9,1.0276,0.9659258262905699,-0.25881904509691683,0.6426832771658848,-0.7661319763926568
2004-05-22 08:00:00,2.2,1323.0,14.6,1137.0,139.0,696.0,1846.0,1285.0,19.3,48.3,1.0723,0.8660254037899784,-0.49999999999040484,0.6421339622148451,-0.7665924435906369
2004-05-22 09:00:00,2.2,1315.0,11.7,1040.0,165.0,743.0,1740.0,1315.0,20.6,47.1,1.1287,0.7071067811878242,-0.7071067811852709,0.6415843173501949,-0.7670525169310667
2004-05-22 10:00:00,2.1,1303.0,11.0,1015.0,139.0,777.0,1731.0,1250.0,23.7,40.0,1.153,0.5000000000061343,-0.866025403780897,0.6410343428543073,-0.7675121961775894
2004-05-22 11:00:00,1.8,1238.0,11.6,1037.0,113.0,813.0,1698.0,978.0,25.6,32.5,1.053,0.25881904510040465,-0.9659258262896353,0.6404840390097464,-0.7679714810940323
2004-05-22 12:00:00,2.2,1259.0,12.9,1080.0,138.0,772.0,1736.0,1072.0,27.2,28.1,0.9989,3.0870933651744674e-12,-1.0,0.6399334060992456,-0.7684303714444256
2004-05-22 13:00:00,2.0,1246.0,12.6,1070.0,104.0,770.0,1747.0,1064.0,27.9,28.1,1.0394,-0.25881904509444087,-0.9659258262912332,0.6393824444057076,-0.768888866993002
2004-05-22 14:00:00,1.4,1154.0,8.3,912.0,78.0,872.0,1605.0,825.0,28.3,27.8,1.0539,-0.5000000000007873,-0.8660254037839841,0.6388311542122037,-0.7693469675041968
2004-05-22 15:00:00,1.8,1237.0,10.5,997.0,97.0,800.0,1688.0,924.0,29.2,27.0,1.081,-0.7071067811834584,-0.7071067811896368,0.6382795358019522,-0.7698046727426668
2004-05-22 16:00:00,2.1,1315.0,11.7,1041.0,115.0,773.0,1767.0,966.0,28.9,29.3,1.1503,-0.8660254037796153,-0.5000000000083543,0.6377275894584058,-0.7702619824732174
2004-05-22 17:00:00,2.8,1466.0,15.8,1174.0,152.0,680.0,1965.0,1302.0,25.4,39.8,1.2771,-0.9659258262889718,-0.2588190451028806,0.6371753154651197,-0.7707188964609115
2004-05-22 18:00:00,2.8,1409.0,13.9,1113.0,157.0,710.0,1850.0,1256.0,25.2,40.1,1.2642,-1.0,-5.650437516768986e-12,0.6366227141058398,-0.771175414470997
2004-05-22 19:00:00,2.7,1366.0,15.7,1171.0,132.0,693.0,1933.0,1068.0,24.5,39.4,1.1963,-0.9659258262918967,0.25881904509196485,0.6360697856644798,-0.7716315362689259
2004-05-22 20:00:00,1.8,1241.0,10.9,1011.0,98.0,781.0,1748.0,1070.0,22.3,45.4,1.2088,-0.8660254037852657,0.49999999999856737,0.6355165304251217,-0.7720872616203529
2004-05-22 21:00:00,1.2,1123.0,6.4,832.0,65.0,930.0,1565.0,792.0,21.2,48.3,1.2034,-0.7071067811914493,0.7071067811816458,0.6349629486720152,-0.7725425902911371
2004-05-22 22:00:00,2.6,1321.0,12.7,1075.0,101.0,757.0,1891.0,1017.0,20.6,50.5,1.2082,-0.4999999999979718,0.8660254037856097,0.634409040689556,-0.772997522047359
2004-05-22 23:00:00,3.1,1397.0,15.3,1159.0,134.0,681.0,1949.0,1207.0,20.2,52.9,1.234,-0.25881904510535664,0.9659258262883085,0.6338548067623729,-0.7734520566552492
2004-05-23 00:00:00,4.1,1507.0,20.5,1311.0,177.0,608.0,2107.0,1499.0,19.8,54.5,1.2488,-8.213781668363505e-12,1.0,0.6333002471751968,-0.7739061938812963
2004-05-23 01:00:00,3.6,1405.0,15.9,1177.0,179.0,660.0,1931.0,1474.0,19.5,56.2,1.2624,0.2588190451035449,0.9659258262887939,0.6327453622129477,-0.7743599334921749
2004-05-23 02:00:00,1.9,1192.0,10.4,994.0,105.0,759.0,1780.0,1163.0,19.0,58.0,1.2581,0.4999999999963475,0.8660254037865475,0.6321901521607126,-0.7748132752547643
2004-05-23 03:00:00,1.9,1199.0,12.6,1070.0,0.0,671.0,1873.0,1189.0,18.1,61.6,1.2679,0.7071067811798333,0.7071067811932619,0.6316346173037456,-0.7752662189361477
2004-05-23 04:00:00,0.0,973.0,4.9,761.0,49.0,954.0,1501.0,815.0,18.0,57.6,1.1788,0.8660254037843279,0.5000000000001917,0.6310787579274677,-0.7757187643036132
2004-05-23 05:00:00,0.3,864.0,2.1,591.0,27.0,1247.0,1374.0,507.0,17.7,56.0,1.1215,0.965925826287645,0.2588190451078326,0.6305225743174446,-0.7761709111246714
2004-05-23 06:00:00,0.4,886.0,2.2,598.0,41.0,1257.0,1374.0,506.0,17.9,52.4,1.0655,1.0,1.0777125819958024e-11,0.6299660667594749,-0.7766226591669837
2004-05-23 07:00:00,0.8,988.0,4.0,713.0,78.0,1092.0,1455.0,716.0,18.9,49.3,1.0668,0.9659258262894573,-0.25881904510106896,0.6294092355394569,-0.7770740081984704
2004-05-23 08:00:00,0.8,1008.0,4.3,729.0,68.0,1034.0,1490.0,795.0,20.0,48.6,1.1199,0.8660254037878291,-0.49999999999412753,0.6288520809434781,-0.7775249579872388
2004-05-23 09:00:00,0.8,976.0,3.8,698.0,64.0,1156.0,1393.0,594.0,20.6,41.2,0.9841,0.7071067811847846,-0.7071067811883105,0.6282946032577914,-0.777975508301601
2004-05-23 10:00:00,0.8,978.0,4.1,718.0,67.0,1137.0,1392.0,565.0,23.6,34.0,0.9749,0.5000000000024116,-0.8660254037830463,0.6277368027688162,-0.778425658910075
2004-05-23 11:00:00,0.9,987.0,4.5,740.0,54.0,1105.0,1407.0,523.0,26.7,28.1,0.9688,0.2588190451103087,-0.9659258262869815,0.6271786797631372,-0.7788754095813837
2004-05-23 12:00:00,1.2,1030.0,5.3,778.0,67.0,1071.0,1452.0,591.0,26.8,28.1,0.9785,-1.2114452568143092e-12,-1.0,0.6266202345274834,-0.7793247600844732
2004-05-23 13:00:00,1.0,955.0,4.2,723.0,51.0,1129.0,1393.0,559.0,27.7,25.8,0.9467,-0.2588190450985929,-0.9659258262901208,0.6260614673488152,-0.7797737101884421
2004-05-23 14:00:00,0.8,924.0,3.3,673.0,28.0,1247.0,1346.0,430.0,28.8,22.7,0.8864,-0.49999999999190764,-0.8660254037891107,0.6255023785141921,-0.7802222596626479
2004-05-23 15:00:00,1.1,1005.0,4.9,758.0,51.0,1091.0,1434.0,522.0,26.8,27.3,0.9462,-0.707106781186498,-0.7071067811865972,0.624942968310861,-0.7806704082766364
2004-05-23 16:00:00,1.5,1059.0,6.1,816.0,77.0,1023.0,1468.0,641.0,25.9,28.7,0.9423,-0.8660254037817646,-0.5000000000046316,0.6243832370262343,-0.781118155800159
2004-05-23 17:00:00,1.5,1079.0,6.9,851.0,93.0,991.0,1490.0,738.0,25.8,27.7,0.9076,-0.9659258262863181,-0.25881904511278464,0.6238231849478887,-0.7815655020031733
2004-05-23 18:00:00,1.4,1070.0,6.8,850.0,94.0,997.0,1502.0,778.0,24.8,29.5,0.9077,-1.0,-1.3518988947802095e-12,0.6232628123635663,-0.7820124466558432
2004-05-23 19:00:00,1.1,1085.0,5.8,805.0,69.0,972.0,1528.0,718.0,25.3,36.3,1.1513,-0.9659258262907842,0.25881904509611686,0.6227021195611511,-0.7824589895285566
2004-05-23 20:00:00,0.9,1066.0,5.5,787.0,57.0,986.0,1552.0,689.0,23.9,40.4,1.1787,-0.8660254037831165,0.5000000000022901,0.6221411068287588,-0.7829051303918546
2004-05-23 21:00:00,1.0,1094.0,6.1,815.0,74.0,934.0,1563.0,852.0,21.4,46.6,1.1764,-0.7071067811884097,0.7071067811846854,0.6215797744546026,-0.783350869016538
2004-05-23 22:00:00,1.1,1110.0,6.0,814.0,75.0,948.0,1571.0,854.0,20.5,49.3,1.173,-0.5000000000068514,0.866025403780483,0.621018122727082,-0.7837962051735967
2004-05-23 23:00:00,1.0,968.0,4.2,719.0,73.0,1081.0,1388.0,664.0,19.2,42.3,0.9339,-0.25881904510120457,0.9659258262894209,0.6204561519347609,-0.7842411386342271
2004-05-24 00:00:00,0.7,906.0,4.1,714.0,56.0,1163.0,1351.0,544.0,19.2,37.9,0.8352,-3.915243046374728e-12,1.0,0.6198938623663668,-0.7846856691698325
2004-05-24 01:00:00,0.5,849.0,2.4,615.0,31.0,1285.0,1276.0,461.0,17.2,43.1,0.8394,0.2588190450936409,0.9659258262914476,0.6193312543107912,-0.7851297965520236
2004-05-24 02:00:00,0.2,774.0,1.0,500.0,13.0,1536.0,1169.0,352.0,15.8,45.2,0.8052,0.5000000000000702,0.8660254037843982,0.6187683280570667,-0.7855735205526356
2004-05-24 03:00:00,0.0,746.0,0.6,450.0,0.0,1807.0,1111.0,308.0,15.7,42.3,0.7464,0.7071067811828727,0.7071067811902223,0.6182050838944566,-0.7860168409436581
2004-05-24 04:00:00,0.0,753.0,0.5,437.0,14.0,1904.0,1110.0,301.0,16.3,41.0,0.7513,0.8660254037792012,0.5000000000090714,0.6176415221123205,-0.7864597574973407
2004-05-24 05:00:00,0.1,749.0,0.7,466.0,23.0,1803.0,1089.0,307.0,16.1,36.5,0.664,0.9659258262887576,0.2588190451036806,0.6170776430002034,-0.7869022699861232
2004-05-24 06:00:00,0.5,864.0,2.8,642.0,72.0,1288.0,1255.0,441.0,16.5,36.2,0.6752,1.0,6.4785871979692475e-12,0.6165134468478133,-0.787344378182653
2004-05-24 07:00:00,1.6,1002.0,7.8,893.0,165.0,1010.0,1394.0,775.0,17.5,30.9,0.6111,0.9659258262883448,-0.25881904510522097,0.6159489339450213,-0.7877860818597849
2004-05-24 08:00:00,2.0,970.0,9.7,966.0,118.0,944.0,1379.0,907.0,18.4,24.0,0.5046,0.8660254037856798,-0.49999999999785016,0.6153841045818611,-0.788227380790582
2004-05-24 09:00:00,1.3,898.0,6.9,853.0,85.0,1066.0,1271.0,763.0,19.2,23.8,0.5235,0.7071067811920349,-0.7071067811810603,0.6148189590485065,-0.7886682747483322
2004-05-24 10:00:00,1.0,847.0,5.8,800.0,116.0,1155.0,1179.0,649.0,21.7,18.1,0.4642,0.499999999998689,-0.8660254037851955,0.6142534976353612,-0.7891087635064796
2004-05-24 11:00:00,0.9,847.0,5.5,788.0,112.0,1203.0,1162.0,598.0,22.3,17.0,0.4513,0.25881904510615655,-0.9659258262880941,0.6136877206329239,-0.7895488468387288
2004-05-24 12:00:00,1.2,871.0,6.8,848.0,100.0,1139.0,1208.0,579.0,22.8,16.1,0.4404,9.041931349563766e-12,-1.0,0.6131216283318774,-0.7899885245189749
2004-05-24 13:00:00,1.3,869.0,7.2,866.0,109.0,1107.0,1212.0,596.0,23.8,14.5,0.4222,-0.25881904510274495,-0.9659258262890082,0.6125552210230674,-0.7904277963213219
2004-05-24 14:00:00,1.1,875.0,6.9,854.0,111.0,1160.0,1200.0,595.0,25.1,13.1,0.4129,-0.49999999999563033,-0.8660254037869615,0.6119884989975006,-0.7908666620200817
2004-05-24 15:00:00,1.2,895.0,7.5,878.0,109.0,1122.0,1238.0,607.0,25.8,12.9,0.4219,-0.7071067811792476,-0.7071067811938474,0.6114214625463458,-0.7913051213897756
2004-05-24 16:00:00,1.4,926.0,7.7,885.0,114.0,1101.0,1259.0,662.0,25.5,14.0,0.4495,-0.8660254037839139,-0.5000000000009089,0.6108541119609108,-0.7917431742051504
2004-05-24 17:00:00,2.0,996.0,12.0,1048.0,139.0,959.0,1397.0,822.0,24.5,15.4,0.4663,-0.9659258262874306,-0.2588190451086326,0.6102864475327321,-0.79218082024111
2004-05-24 18:00:00,2.4,997.0,13.5,1100.0,157.0,896.0,1392.0,987.0,22.6,17.2,0.4656,-1.0,2.9466397272085673e-12,0.6097184695534403,-0.7926180592728194
2004-05-24 19:00:00,2.1,1006.0,12.0,1048.0,147.0,925.0,1416.0,966.0,21.2,18.9,0.471,-0.9659258262896716,0.258819045100269,0.6091501783148493,-0.793054891075635
2004-05-24 20:00:00,1.2,895.0,6.7,845.0,102.0,1072.0,1241.0,763.0,19.1,22.8,0.501,-0.8660254037882431,0.4999999999934103,0.608581574108934,-0.7934913154251231
2004-05-24 21:00:00,0.7,862.0,4.8,751.0,73.0,1154.0,1213.0,617.0,18.4,24.6,0.5169,-0.7071067811853703,0.7071067811877247,0.6080126572278302,-0.7939273320970586
2004-05-24 22:00:00,0.7,858.0,4.8,756.0,65.0,1159.0,1209.0,564.0,17.3,25.6,0.5032,-0.5000000000031289,0.8660254037826322,0.6074434279638343,-0.7943629408674262
2004-05-24 23:00:00,0.8,853.0,5.0,762.0,76.0,1134.0,1184.0,646.0,16.5,24.9,0.4642,-0.2588190451111086,0.9659258262867672,0.6068738866093806,-0.7947981415124376
2004-05-25 00:00:00,0.5,859.0,4.3,727.0,65.0,1120.0,1187.0,753.0,16.7,28.3,0.5316,3.8329557561404833e-13,1.0,0.6063040334571314,-0.795232933808462
2004-05-25 01:00:00,0.2,837.0,2.7,634.0,41.0,1200.0,1150.0,669.0,15.5,32.2,0.5641,0.25881904509779297,0.9659258262903351,0.6057338687998416,-0.7956673175321306
2004-05-25 02:00:00,0.0,746.0,0.9,493.0,17.0,1522.0,1063.0,435.0,17.5,29.1,0.5773,0.4999999999911904,0.8660254037895249,0.6051633929304486,-0.7961012924602668
2004-05-25 03:00:00,0.0,752.0,1.2,515.0,0.0,1472.0,1068.0,436.0,13.3,35.6,0.5393,0.7071067811859122,0.7071067811871827,0.6045926061420499,-0.7965348583699047
2004-05-25 04:00:00,0.0,742.0,0.9,489.0,19.0,1559.0,1048.0,403.0,14.0,33.7,0.5355,0.8660254037813505,0.5000000000053487,0.6040215087279025,-0.7969680150382877
2004-05-25 05:00:00,0.1,774.0,1.7,560.0,45.0,1386.0,1107.0,532.0,11.6,40.0,0.5462,0.9659258262861038,0.25881904511358456,0.6034501009814232,-0.79740076224287
2004-05-25 06:00:00,0.2,798.0,2.6,630.0,40.0,1291.0,1125.0,536.0,13.4,34.5,0.5272,1.0,2.1800485759804705e-12,0.6028783831961652,-0.7978330997613334
2004-05-25 07:00:00,1.1,1002.0,8.8,932.0,101.0,949.0,1405.0,917.0,15.2,31.0,0.5329,0.9659258262909985,-0.258819045095317,0.6023063556659094,-0.7982650273715184
2004-05-25 08:00:00,3.0,1210.0,22.2,1356.0,183.0,657.0,1786.0,1481.0,16.3,27.5,0.5066,0.8660254037835305,-0.5000000000015729,0.6017340186845278,-0.7986965448515276
2004-05-25 09:00:00,2.1,1058.0,15.3,1158.0,149.0,820.0,1459.0,1187.0,19.2,20.0,0.439,0.7071067811889954,-0.7071067811840996,0.6011613725460739,-0.7991276519796575
2004-05-25 10:00:00,2.6,1106.0,14.0,1118.0,207.0,885.0,1451.0,1220.0,24.9,13.0,0.4038,0.5000000000075687,-0.8660254037800689,0.60058841754476,-0.799558348534415
2004-05-25 11:00:00,3.2,1153.0,18.5,1253.0,289.0,815.0,1541.0,1381.0,28.3,9.9,0.3754,0.2588190451020045,-0.9659258262892066,0.6000151539749573,-0.7999886342945182
2004-05-25 12:00:00,2.1,1047.0,13.5,1101.0,159.0,913.0,1391.0,1103.0,29.2,9.8,0.3914,4.743392727574989e-12,-1.0,0.5994415821311952,-0.8004185090388962
2004-05-25 13:00:00,2.2,1091.0,15.8,1172.0,162.0,874.0,1459.0,1105.0,31.6,9.2,0.419,-0.258819045092841,-0.965925826291662,0.5988677023081392,-0.8008479725467061
2004-05-25 14:00:00,2.4,1162.0,18.5,1253.0,173.0,796.0,1595.0,1248.0,32.6,9.3,0.4499,-0.49999999999935285,-0.8660254037848123,0.598293514800681,-0.8012770245972658
2004-05-25 15:00:00,0.0,1059.0,12.6,1070.0,0.0,925.0,1401.0,976.0,32.6,9.2,0.4463,-0.7071067811822871,-0.7071067811908079,0.597719019903802,-0.8017056649701549
2004-05-25 16:00:00,0.0,1083.0,12.0,1051.0,0.0,939.0,1390.0,898.0,32.3,10.0,0.4747,-0.8660254037787872,-0.5000000000097886,0.5971442179126646,-0.8021338934451481
2004-05-25 17:00:00,0.0,1150.0,15.4,1161.0,0.0,867.0,1512.0,1038.0,32.1,10.7,0.4996,-0.9659258262885432,-0.2588190451044805,0.5965691091225886,-0.8025617098022313
2004-05-25 18:00:00,0.0,1321.0,24.9,1426.0,0.0,720.0,1859.0,1395.0,29.7,12.2,0.5007,-1.0,-7.306736879169508e-12,0.5959936938290519,-0.8029891138216024
2004-05-25 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.965925826288559,0.25881904510442105,0.5954179723276894,-0.803416105283671
2004-05-25 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037860939,0.499999999997133,0.5948419449142938,-0.8038426839690589
2004-05-25 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7071067811926205,0.7071067811804745,0.5942656118847915,-0.8042688496586166
2004-05-25 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49999999999940625,0.8660254037847814,0.5936889735353352,-0.804694602133356
2004-05-25 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2588190451069565,0.9659258262878797,0.5931120301621653,-0.8051199411745524
2004-05-26 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.870081030764027e-12,1.0,0.5925347820617021,-0.8055448665636764
2004-05-26 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25881904510194503,0.9659258262892225,0.5919572295305223,-0.8059693780824111
2004-05-26 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999491307,0.8660254037873756,0.5913793728653592,-0.8063934755126522
2004-05-26 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.707106781178662,0.7071067811944329,0.5908012123631022,-0.8068171586365083
2004-05-26 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037834998,0.5000000000016261,0.5902227483207738,-0.8072404272363175
2004-05-26 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9659258262872162,0.25881904510943254,0.5896439810356215,-0.8076632810945806
2004-05-26 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.118490046008306e-12,0.5890649108049797,-0.8080857199940619
2004-05-26 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.965925826289886,-0.258819045099469,0.5884855379263612,-0.8085077437177218
2004-05-26 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037886572,-0.4999999999926932,0.5879058626974344,-0.8089293520487345
2004-05-26 09:00:00,4.0,1303.0,40.2,1776.0,0.0,946.0,1467.0,1608.0,20.4,35.7,0.844,0.7071067811859558,-0.7071067811871392,0.5873258854160233,-0.8093505447704872
2004-05-26 10:00:00,2.2,1137.0,14.9,1146.0,188.0,1144.0,1392.0,1327.0,26.1,23.8,0.7938,0.500000000003846,-0.8660254037822182,0.5867456063801065,-0.8097713216665808
2004-05-26 11:00:00,1.8,1139.0,13.8,1109.0,159.0,1118.0,1436.0,1292.0,28.8,21.1,0.8193,0.2588190451119085,-0.9659258262865529,0.5861650258877954,-0.8101916825208465
2004-05-26 12:00:00,1.6,1099.0,12.3,1059.0,146.0,1156.0,1416.0,1114.0,29.6,19.4,0.7897,4.448541055862126e-13,-1.0,0.5855841442374247,-0.8106116271172793
2004-05-26 13:00:00,1.8,1088.0,14.0,1116.0,127.0,1128.0,1449.0,1060.0,31.6,16.4,0.7489,-0.25881904509699305,-0.9659258262905495,0.5850029617274148,-0.8110311552401379
2004-05-26 14:00:00,1.6,1027.0,11.8,1041.0,128.0,1237.0,1345.0,915.0,32.3,13.3,0.6303,-0.49999999999047323,-0.866025403789939,0.5844214786563643,-0.8114502666738787
2004-05-26 15:00:00,1.6,1014.0,12.0,1049.0,120.0,1200.0,1366.0,893.0,31.8,13.5,0.6249,-0.7071067811853267,-0.7071067811877684,0.5838396953230255,-0.8118689612031715
2004-05-26 16:00:00,1.3,969.0,9.7,968.0,115.0,1276.0,1325.0,768.0,31.8,13.8,0.6394,-0.8660254037809365,-0.5000000000060659,0.5832576120263053,-0.812287238612901
2004-05-26 17:00:00,0.0,1120.0,18.0,1238.0,0.0,1023.0,1591.0,1126.0,31.0,15.9,0.7039,-0.9659258262896557,-0.25881904510032844,0.5826752290652649,-0.8127050986881657
